TOW_s,E_m,N_m,U_m
455342.0,3.01854985451655e-10,1.7500179083640433e-10,2.893999999477281
455343.0,-0.0025760598960712366,-0.0030759569500260486,2.8840000002355684
455344.0,-0.005152122642625434,-0.006151912348104194,2.8740000004647417
455345.0,-0.008300640975927087,-0.00953546404674499,2.8629999992584323
455346.0,-0.012880306112008855,-0.012303823699436167,2.851999999684281
455347.0,-0.03892714660560337,-0.003691148127915711,2.8410000008791285
455348.0,-0.3343155063425016,0.10888884350216221,2.826999990040768
455349.0,-0.9883488236948714,0.28021961627425573,2.801999916765144
455350.0,-2.0127624759531044,0.44170739848541773,2.774999667201881
455351.0,-3.319970334379182,0.7588386739345743,2.751999091564374
455352.0,-4.484635968416029,1.4872253188216447,2.729998250914618
455353.0,-5.419745701314719,2.600721640607368,2.703997164837287
455354.0,-6.294174673640864,3.9332260490135553,2.6869956772415495
455355.0,-7.139694311981087,5.4404447993125595,2.6899936725063385
455356.0,-8.048470277089011,7.159289410758641,2.703990884668114
455357.0,-9.238322387239466,9.567148378629787,2.7209860994628525
455358.0,-10.67976873184805,12.718773759744511,2.7309783142198407
455359.0,-12.329588504749662,16.52803884994414,2.7449665610698206
455360.0,-14.18320186789474,20.8045420687802,2.7659501278821903
455361.0,-16.255778572367007,25.553512606554005,2.781927834887159
455362.0,-18.589966229105237,30.786946790329605,2.784898225801056
455363.0,-21.152275795584064,36.398724231956656,2.7828605332084315
455364.0,-23.872867306326146,42.27257377256959,2.772814518582983
455365.0,-26.58286635100999,48.108281889749236,2.7567622405011534
455366.0,-29.172934028833343,53.81695325021954,2.7377050685977053
455367.0,-31.691156802159377,59.36505979351483,2.6976435724723196
455368.0,-34.20995069829271,64.72184238526074,2.6715781825575604
455369.0,-36.92395064118366,69.80548062531957,2.6175091610265113
455370.0,-40.19237313952548,74.31422442232804,2.555438203114793
455371.0,-44.08963834620975,77.95770461783079,2.5293687444100925
455372.0,-48.485227611011375,80.43693825616883,2.5273059123874653
455373.0,-53.05799478732405,81.65564725639088,2.5492539619491836
455374.0,-57.60471866707046,81.73840676143624,2.5582134717990535
455375.0,-61.98829719173714,80.75750149438778,2.580184955945512
455376.0,-66.02611729599744,78.8547319062825,2.5991683880009226
455377.0,-69.82894779174413,76.49795141139711,2.63715676161306
455378.0,-73.61918636703433,73.98091459047332,2.687144007677812
455379.0,-77.26459475527027,71.53093386338382,2.7441290054971503
455380.0,-80.608033215884,69.23136657713542,2.795113155781891
455381.0,-83.76914518919402,67.00746750576329,2.8450963179417883
455382.0,-86.64746373542125,64.94597768040143,2.8680793214927043
455383.0,-89.39612209714387,62.88787138149151,2.9110621405506585
455384.0,-92.28617870463302,60.67012421746402,2.950042592954798
455385.0,-95.476490192165,58.302887918703426,2.987017851181591
455386.0,-99.1986148112065,55.870137801504065,3.027982963783092
455387.0,-103.6477586963865,53.61764440394535,3.0679316847585376
455388.0,-108.70313118034966,51.94928067832462,3.1208614500865437
455389.0,-114.07506603233455,51.217857064987015,3.1607736248618536
455390.0,-119.60899876223262,51.582707633642386,3.233669341272037
455391.0,-125.16724931503668,53.22715772888267,3.2485491547747607
455392.0,-130.6522161339953,55.885444546316116,3.278416352387456
455393.0,-136.03384847938892,59.10940106426608,3.3362746794747515
455394.0,-141.10520713895994,62.41763802059579,3.4061328694507758
455395.0,-145.8482621940438,65.55238976102488,3.482994613436315
455396.0,-150.03861297191307,68.28326437730891,3.538868660248397
455397.0,-153.47561812387372,70.24637381822212,3.580765489334823
455398.0,-155.98954504410014,71.45555757517238,3.601691028998779
455399.0,-157.80364900161794,72.19811178283365,3.6016380194495454
455400.0,-159.42827176436452,72.74011174293432,3.588591446339361
455401.0,-161.2008766906953,73.00373918693971,3.562543883928779
455402.0,-162.79774425970135,72.61864564354343,3.526507764131896
455403.0,-164.0019131803037,71.73309020424418,3.508487003188854
455404.0,-164.71320026681101,70.68019780570536,3.5084804994332224
455405.0,-164.90326048295287,70.21511521645296,3.5104807555852986
455406.0,-164.90955760482532,70.20465703149554,3.510480708698541
455407.0,-164.9118474655809,70.2009659074088,3.5104806903070234
455408.0,-164.91213372273086,70.20065832626335,3.5114806864193575
455409.0,-164.91156131288707,70.2012735336545,3.513480693725576
455410.0,-164.9109888726333,70.2021963252226,3.514480698755598
455411.0,-164.9107026570445,70.20342671641683,3.515480692135643
455412.0,-164.91070267667973,70.20404191853615,3.5164806864567844
455413.0,-164.91098893043724,70.20404193251166,3.517480678221787
455414.0,-164.91013026683592,70.2046571259273,3.51848069376301
455415.0,-164.90898536152105,70.2065026988403,3.519480702909682
455416.0,-164.9064092106626,70.2111165835152,3.5174807182122336
455417.0,-164.90383307855183,70.21419249107959,3.515480751559984
455418.0,-164.90326066404123,70.2151152938053,3.517480755225204
455419.0,-164.90326066404123,70.2151152938053,3.517480755225204
455420.0,-164.90326066404123,70.2151152938053,3.517480755225204
455421.0,-164.90326066404123,70.2151152938053,3.517480755225204
455422.0,-164.90326066404123,70.2151152938053,3.517480755225204
455423.0,-164.90326066404123,70.2151152938053,3.517480755225204
455424.0,-164.90326066404123,70.2151152938053,3.517480755225204
455425.0,-164.90326066404123,70.2151152938053,3.517480755225204
455426.0,-164.90326066404123,70.2151152938053,3.517480755225204
455427.0,-164.90326066404123,70.2151152938053,3.517480755225204
455428.0,-164.90326066404123,70.2151152938053,3.517480755225204
455429.0,-164.90326066404123,70.2151152938053,3.517480755225204
455430.0,-164.90326066404123,70.2151152938053,3.517480755225204
455431.0,-164.90326066404123,70.2151152938053,3.517480755225204
455432.0,-164.9029744818301,70.21573050476755,3.5194807550519265
455433.0,-164.89953975982004,70.21942163788758,3.5214808043231756
455434.0,-164.89496005030907,70.2255735021637,3.521480854547015
455435.0,-164.89295650794244,70.22803427983081,3.524480878656288
455436.0,-164.89267037666352,70.22864951228232,3.528480878994287
455437.0,-164.89295670527358,70.22895715528506,3.532480868623413
455438.0,-164.8941017390461,70.22957241405928,3.5374808318502673
455439.0,-164.89438811600226,70.23018767514559,3.5434808189596225
455440.0,-164.89438826413772,70.23080293237146,3.5494808117995973
455441.0,-164.89438844221525,70.23111060538403,3.5564808082315835
455442.0,-164.93159932107284,70.1283741293516,3.563480981029759
455443.0,-165.2330090995269,69.03918127233769,3.577485130414459
455444.0,-166.06453076250364,66.29236118254795,3.6004928410978536
455445.0,-167.64884811223632,62.03986841723112,3.615494421056109
455446.0,-170.2366942707464,56.66004876704976,3.638476232765438
455447.0,-173.74048428256367,50.28455288818995,3.695435530702323
455448.0,-177.96615175736218,43.337553321457904,3.763370334731942
455449.0,-182.7528273209689,36.67477974778983,3.827277055581341
455450.0,-188.1537489532458,30.41219697561377,3.901153201679749
455451.0,-194.10337210419294,24.439993157318437,3.9870008181390766
455452.0,-200.44169230383716,18.96056474672553,4.073823611822595
455453.0,-206.97722125959842,13.997594495840444,4.139627867116442
455454.0,-213.8301804169983,9.196119008288987,4.2124106838684705
